# TIME FLUX FLUX_ERR PHASE ECL_MASK
1.473199149777893808e+03 1.000020742416381836e+00 5.677943117916584015e-04 3.354971786348102114e-01 0.000000000000000000e+00
1.473219983143820400e+03 1.001159906387329102e+00 5.675855209119617939e-04 3.369232831508712778e-01 0.000000000000000000e+00
1.473240816509512797e+03 1.001606941223144531e+00 5.681899492628872395e-04 3.383493876508998355e-01 0.000000000000000000e+00
1.473261649874855721e+03 1.001145720481872559e+00 5.681954207830131054e-04 3.397754921270070838e-01 0.000000000000000000e+00
1.473282483239850990e+03 9.999557733535766602e-01 5.677217850461602211e-04 3.412015965793155914e-01 0.000000000000000000e+00
1.473303316604496786e+03 1.000983476638793945e+00 5.675526917912065983e-04 3.426277010077027896e-01 0.000000000000000000e+00
1.473324149968851088e+03 1.001108169555664062e+00 5.677895969711244106e-04 3.440538054161352832e-01 0.000000000000000000e+00
1.473344983332856145e+03 1.000870466232299805e+00 5.677411099895834923e-04 3.454799098006615665e-01 0.000000000000000000e+00
1.473365816696570846e+03 1.000745415687561035e+00 5.674901767633855343e-04 3.469060141653113050e-01 0.000000000000000000e+00
1.473386650059935391e+03 1.001288652420043945e+00 5.676207947544753551e-04 3.483321185059926606e-01 0.000000000000000000e+00
1.473407483422950918e+03 1.000521421432495117e+00 5.674541462212800980e-04 3.497582228227820167e-01 0.000000000000000000e+00
1.473428316785617653e+03 1.001433968544006348e+00 5.677950684912502766e-04 3.511843271156962487e-01 0.000000000000000000e+00
1.473449150147992896e+03 1.000498890876770020e+00 5.678195157088339329e-04 3.526104313886566644e-01 0.000000000000000000e+00
1.473469983510018210e+03 1.000802636146545410e+00 5.675215506926178932e-04 3.540365356376637962e-01 0.000000000000000000e+00
1.473490816871694960e+03 1.001464486122131348e+00 5.677333683706820011e-04 3.554626398628100148e-01 0.000000000000000000e+00
1.473511650233022237e+03 1.000943064689636230e+00 5.675314459949731827e-04 3.568887440640340358e-01 0.000000000000000000e+00
1.473532483594000496e+03 1.000471711158752441e+00 5.688245291821658611e-04 3.583148482413669456e-01 0.000000000000000000e+00
1.473553316954629963e+03 1.000469446182250977e+00 5.674756830558180809e-04 3.597409523948238430e-01 0.000000000000000000e+00
1.473574150314967937e+03 1.001101613044738770e+00 5.675523425452411175e-04 3.611670565283278123e-01 0.000000000000000000e+00
1.473594983674898458e+03 1.000303745269775391e+00 5.676973960362374783e-04 3.625931606339403146e-01 0.000000000000000000e+00
1.473615817034538622e+03 1.001874804496765137e+00 5.677303997799754143e-04 3.640192647196762721e-01 0.000000000000000000e+00
1.473636650393828631e+03 1.001089811325073242e+00 5.676334840245544910e-04 3.654453687814438467e-01 0.000000000000000000e+00
1.473657483752769622e+03 1.001801252365112305e+00 5.678092711605131626e-04 3.668714728193194219e-01 0.000000000000000000e+00
1.473678317111303613e+03 1.001034736633300781e+00 5.676875007338821888e-04 3.682975768293346164e-01 0.000000000000000000e+00
1.473699150469545430e+03 1.001043677330017090e+00 5.677064182236790657e-04 3.697236808193506974e-01 0.000000000000000000e+00
1.473719983827438000e+03 1.000661373138427734e+00 5.675216089002788067e-04 3.711497847854587917e-01 0.000000000000000000e+00
1.473740817184924254e+03 1.000768542289733887e+00 5.675969296135008335e-04 3.725758887237535788e-01 0.000000000000000000e+00
1.473761650542060806e+03 1.000304579734802246e+00 5.676220753230154514e-04 3.740019926381110693e-01 0.000000000000000000e+00
1.473782483898906094e+03 1.000246882438659668e+00 5.674418644048273563e-04 3.754280965325298425e-01 0.000000000000000000e+00
1.473803317255344837e+03 1.001265883445739746e+00 5.676506552845239639e-04 3.768542003991193212e-01 0.000000000000000000e+00
1.473824150611433652e+03 1.000741124153137207e+00 5.678808083757758141e-04 3.782803042417555162e-01 0.000000000000000000e+00
1.473844983967173221e+03 1.001078009605407715e+00 5.679092719219624996e-04 3.797064080604846126e-01 0.000000000000000000e+00
1.473865817322505791e+03 1.001140952110290527e+00 5.677750450558960438e-04 3.811325118513542165e-01 0.000000000000000000e+00
1.473886650677489342e+03 1.000386476516723633e+00 5.675349384546279907e-04 3.825586156183318209e-01 0.000000000000000000e+00
1.473907484032122966e+03 1.000496029853820801e+00 5.675952997989952564e-04 3.839847193613561416e-01 0.000000000000000000e+00
1.473928317386407116e+03 1.001921653747558594e+00 5.676769651472568512e-04 3.854108230804573765e-01 0.000000000000000000e+00
1.473949150740284722e+03 1.000854492187500000e+00 5.675165448337793350e-04 3.868369267717302051e-01 0.000000000000000000e+00
1.473969984093811718e+03 1.001129627227783203e+00 5.678453017026185989e-04 3.882630304390017884e-01 0.000000000000000000e+00
1.473990817446931032e+03 1.001837253570556641e+00 5.677826120518147945e-04 3.896891340783676938e-01 0.000000000000000000e+00
1.474011650799760901e+03 1.000149846076965332e+00 5.674574058502912521e-04 3.911152376979192269e-01 0.000000000000000000e+00
1.474032484152124425e+03 1.000337123870849609e+00 5.675940192304551601e-04 3.925413412855487394e-01 0.000000000000000000e+00
1.474053317504138477e+03 1.001260995864868164e+00 5.679821479134261608e-04 3.939674448492551662e-01 0.000000000000000000e+00
1.474074150855804191e+03 1.000437378883361816e+00 5.677297594957053661e-04 3.953935483891175551e-01 0.000000000000000000e+00
1.474094984207061543e+03 1.000452399253845215e+00 5.676540313288569450e-04 3.968196519010254164e-01 0.000000000000000000e+00
1.474115817557911669e+03 1.001178741455078125e+00 5.676033324562013149e-04 3.982457553850586862e-01 0.000000000000000000e+00
1.474136650908413230e+03 1.000721335411071777e+00 5.675377906300127506e-04 3.996718588452310428e-01 0.000000000000000000e+00
1.474157484258506656e+03 1.001020789146423340e+00 5.675812717527151108e-04 4.010979622774648590e-01 0.000000000000000000e+00
1.474178317608250609e+03 1.001023888587951660e+00 5.676991422660648823e-04 4.025240656857773658e-01 0.000000000000000000e+00
1.474199150957588017e+03 1.001113295555114746e+00 5.678318557329475880e-04 4.039501690662596900e-01 0.000000000000000000e+00
1.474219984306517063e+03 1.000720739364624023e+00 5.677134031429886818e-04 4.053762724187892630e-01 0.000000000000000000e+00
1.474240817655038200e+03 1.001323580741882324e+00 5.678975721821188927e-04 4.068023757433953946e-01 0.000000000000000000e+00
1.474261651003210545e+03 1.001223564147949219e+00 5.676414002664387226e-04 4.082284790441264022e-01 0.000000000000000000e+00
1.474282484350917457e+03 1.000471472740173340e+00 5.677281296811997890e-04 4.096545823129966735e-01 0.000000000000000000e+00
1.474303317698275123e+03 1.001475214958190918e+00 5.677574081346392632e-04 4.110806855579607344e-01 0.000000000000000000e+00
1.474324151045226017e+03 1.000640153884887695e+00 5.676183500327169895e-04 4.125067887750795137e-01 0.000000000000000000e+00
1.474344984391768548e+03 1.001325249671936035e+00 5.675829597748816013e-04 4.139328919642446536e-01 0.000000000000000000e+00
1.474365817737903853e+03 1.002112627029418945e+00 5.688732489943504333e-04 4.153589951255343138e-01 0.000000000000000000e+00
1.474386651083632159e+03 1.001209855079650879e+00 5.679305177181959152e-04 4.167850982589635933e-01 0.000000000000000000e+00
1.474407484428952557e+03 1.001225709915161133e+00 5.680409958586096764e-04 4.182112013644703197e-01 0.000000000000000000e+00
1.474428317773807294e+03 1.000143885612487793e+00 5.675913416780531406e-04 4.196373044381012107e-01 0.000000000000000000e+00
1.474449151118313466e+03 1.000726819038391113e+00 5.684957141056656837e-04 4.210634074878711886e-01 0.000000000000000000e+00
1.474469984462353750e+03 1.001273870468139648e+00 5.677984445355832577e-04 4.224895105057511202e-01 0.000000000000000000e+00
1.474490817806044333e+03 9.994853734970092773e-01 5.675093270838260651e-04 4.239156134996919789e-01 0.000000000000000000e+00
1.474511651149269028e+03 9.997435212135314941e-01 5.675106658600270748e-04 4.253417164617419033e-01 0.000000000000000000e+00
1.474532484492028971e+03 1.000415205955505371e+00 5.676675937138497829e-04 4.267678193919772767e-01 0.000000000000000000e+00
1.474553317834438303e+03 1.000075817108154297e+00 5.674108397215604782e-04 4.281939222982131810e-01 0.000000000000000000e+00
1.474574151176381974e+03 1.000558376312255859e+00 5.675343563780188560e-04 4.296200251725732500e-01 0.000000000000000000e+00
1.474594984517861121e+03 1.000274658203125000e+00 5.675546126440167427e-04 4.310461280151356434e-01 0.000000000000000000e+00
1.474615817858932360e+03 1.000180840492248535e+00 5.676364526152610779e-04 4.324722308297745954e-01 0.000000000000000000e+00
1.474678317879527185e+03 9.985283613204956055e-01 5.671353428624570370e-04 4.367505390944224075e-01 0.000000000000000000e+00
1.474719984557711996e+03 9.997445344924926758e-01 5.673055420629680157e-04 4.396027444527872419e-01 0.000000000000000000e+00
1.474740817896163890e+03 1.000004768371582031e+00 5.673710256814956665e-04 4.410288470881251754e-01 0.000000000000000000e+00
1.474761651234091687e+03 1.001100301742553711e+00 5.675608408637344837e-04 4.424549496875860299e-01 0.000000000000000000e+00
1.474782484571612940e+03 1.000416398048400879e+00 5.673635751008987427e-04 4.438810522592193664e-01 1.000000000000000000e+00
1.474803317908667623e+03 9.977932572364807129e-01 5.669036763720214367e-04 4.453071547989138068e-01 1.000000000000000000e+00
1.474824151245256871e+03 9.970216155052185059e-01 5.667821387760341167e-04 4.467332573067475110e-01 1.000000000000000000e+00
1.474844984581322933e+03 9.963613748550415039e-01 5.670211976394057274e-04 4.481593597787680849e-01 1.000000000000000000e+00
1.474865817916980859e+03 9.960637092590332031e-01 5.666231154464185238e-04 4.495854622228501185e-01 1.000000000000000000e+00
1.474886651252172214e+03 9.955624341964721680e-01 5.669391830451786518e-04 4.510115646349950325e-01 1.000000000000000000e+00
1.474907484586898818e+03 9.964532256126403809e-01 5.669093225151300430e-04 4.524376670153253954e-01 1.000000000000000000e+00
1.474928317921101325e+03 9.952685236930847168e-01 5.665716016665101051e-04 4.538637693597804557e-01 1.000000000000000000e+00
1.474949151254838398e+03 9.958518743515014648e-01 5.671217222698032856e-04 4.552898716723747796e-01 1.000000000000000000e+00
1.474969984588110492e+03 9.962652325630187988e-01 5.668083904311060905e-04 4.567159739531394536e-01 1.000000000000000000e+00
1.474990817920916243e+03 9.961681365966796875e-01 5.676218424923717976e-04 4.581420762019821069e-01 1.000000000000000000e+00
1.475011651253197897e+03 9.961077570915222168e-01 5.667271907441318035e-04 4.595681784149494575e-01 1.000000000000000000e+00
1.475032484584956592e+03 9.964219331741333008e-01 5.667869700118899345e-04 4.609942805921178888e-01 1.000000000000000000e+00
1.475053317916249625e+03 9.995605349540710449e-01 5.679131136275827885e-04 4.624203827374104847e-01 1.000000000000000000e+00
1.475074151247076088e+03 9.998196363449096680e-01 5.675223655998706818e-04 4.638464848507650728e-01 1.000000000000000000e+00
1.475094984577320702e+03 1.000276923179626465e+00 5.678188754245638847e-04 4.652725869242910761e-01 0.000000000000000000e+00
1.475115817907100109e+03 1.000593781471252441e+00 5.678317393176257610e-04 4.666986889659714421e-01 0.000000000000000000e+00
1.475136651236413400e+03 9.998759627342224121e-01 5.680418107658624649e-04 4.681247909757448866e-01 0.000000000000000000e+00
1.475157484565144614e+03 9.998354315757751465e-01 5.679029272869229317e-04 4.695508929456737590e-01 0.000000000000000000e+00
1.475178317893352641e+03 1.001068830490112305e+00 5.688802921213209629e-04 4.709769948797895012e-01 0.000000000000000000e+00
1.475199151221094098e+03 9.998766779899597168e-01 5.681279581040143967e-04 4.724030967819663474e-01 0.000000000000000000e+00
1.475219984548253706e+03 9.987899661064147949e-01 5.676301661878824234e-04 4.738291986443137205e-01 0.000000000000000000e+00
1.475240817874889899e+03 9.991391301155090332e-01 5.676947766914963722e-04 4.752553004708319762e-01 0.000000000000000000e+00
1.475261651201001087e+03 1.000443220138549805e+00 5.677572335116565228e-04 4.766814022614127566e-01 0.000000000000000000e+00
1.475282484526588405e+03 9.992039203643798828e-01 5.678265588358044624e-04 4.781075040161324452e-01 0.000000000000000000e+00
1.475303317851595011e+03 1.000092625617980957e+00 5.679868045262992382e-04 4.795336057311017086e-01 0.000000000000000000e+00
1.475324151176076839e+03 9.999067783355712891e-01 5.681562470272183418e-04 4.809597074101477077e-01 0.000000000000000000e+00
1.475344984499976590e+03 1.000988364219665527e+00 5.683009512722492218e-04 4.823858090493482464e-01 0.000000000000000000e+00
1.475365817823353382e+03 9.999995827674865723e-01 5.678958259522914886e-04 4.838119106527516422e-01 0.000000000000000000e+00
1.475386651146147415e+03 1.000103354454040527e+00 5.682443152181804180e-04 4.852380122162625042e-01 0.000000000000000000e+00
1.475407484468359371e+03 9.998297095298767090e-01 5.683273193426430225e-04 4.866641137399296824e-01 0.000000000000000000e+00
1.475428317790047913e+03 1.000701546669006348e+00 5.684355273842811584e-04 4.880902152277668549e-01 0.000000000000000000e+00
1.475449151111095716e+03 1.000675559043884277e+00 5.682177725248038769e-04 4.895163166717440006e-01 0.000000000000000000e+00
1.475469984431619423e+03 1.000222563743591309e+00 5.683840718120336533e-04 4.909424180798449555e-01 0.000000000000000000e+00
1.475490817751503755e+03 9.997536540031433105e-01 5.683414638042449951e-04 4.923685194441791424e-01 0.000000000000000000e+00
1.475511651070805328e+03 1.000286340713500977e+00 5.683742347173392773e-04 4.937946207686216837e-01 0.000000000000000000e+00
1.475532484389524825e+03 1.000232219696044922e+00 5.683218478225171566e-04 4.952207220532187648e-01 0.000000000000000000e+00
1.475553317707662700e+03 1.000391960144042969e+00 5.684978677891194820e-04 4.966468232980032482e-01 0.000000000000000000e+00
1.475574151025159836e+03 1.000734090805053711e+00 5.687781958840787411e-04 4.980729244989259286e-01 0.000000000000000000e+00
1.475594984342074667e+03 1.000564098358154297e+00 5.685191135853528976e-04 4.994990256599898260e-01 0.000000000000000000e+00
1.475615817658350124e+03 1.000941872596740723e+00 5.687946686521172523e-04 5.009251267772851790e-01 0.000000000000000000e+00
1.475636650973984615e+03 9.999288320541381836e-01 5.684079369530081749e-04 5.023512278507054063e-01 0.000000000000000000e+00
1.475657484288978821e+03 1.000597119331359863e+00 5.686746444553136826e-04 5.037773288802958049e-01 0.000000000000000000e+00
1.475678317603391406e+03 9.996891617774963379e-01 5.687105585820972919e-04 5.052034298700727177e-01 0.000000000000000000e+00
1.475699150917105044e+03 1.000081777572631836e+00 5.687634693458676338e-04 5.066295308120052354e-01 0.000000000000000000e+00
1.475719984230177715e+03 1.000529050827026367e+00 5.687298835255205631e-04 5.080556317100608510e-01 0.000000000000000000e+00
1.475740817542610557e+03 1.000100493431091309e+00 5.687211523763835430e-04 5.094817325643186123e-01 0.000000000000000000e+00
1.475761650854345817e+03 1.000272750854492188e+00 5.689522949978709221e-04 5.109078333708252373e-01 0.000000000000000000e+00
1.475782484165439882e+03 1.000405073165893555e+00 5.691106198355555534e-04 5.123339341334398611e-01 0.000000000000000000e+00
1.475803317475893891e+03 1.000494599342346191e+00 5.690194666385650635e-04 5.137600348522406435e-01 0.000000000000000000e+00
1.475824150785591883e+03 1.000822901725769043e+00 5.689020617865025997e-04 5.151861355192899339e-01 0.000000000000000000e+00
1.475844984094648908e+03 1.000522613525390625e+00 5.691890255548059940e-04 5.166122361424632103e-01 0.000000000000000000e+00
1.475865817403007213e+03 1.001024603843688965e+00 5.692544509656727314e-04 5.180383367178071907e-01 0.000000000000000000e+00
1.475886650710609729e+03 1.002033948898315430e+00 5.701746558770537376e-04 5.194644372414147782e-01 0.000000000000000000e+00
1.475907484017571051e+03 1.001079440116882324e+00 5.695365252904593945e-04 5.208905377211312526e-01 0.000000000000000000e+00
1.475928317323775900e+03 1.000769495964050293e+00 5.693751154467463493e-04 5.223166381490651489e-01 0.000000000000000000e+00
1.475949150629224732e+03 1.000006675720214844e+00 5.695089348591864109e-04 5.237427385252475531e-01 0.000000000000000000e+00
1.475969983933974390e+03 1.000642538070678711e+00 5.694930441677570343e-04 5.251688388535686869e-01 0.000000000000000000e+00
1.475990817237967121e+03 1.000801444053649902e+00 5.696244770660996437e-04 5.265949391300761562e-01 0.000000000000000000e+00
1.476011650541262270e+03 1.000295162200927734e+00 5.694669089280068874e-04 5.280210393588324891e-01 0.000000000000000000e+00
1.476032483843741602e+03 9.993422627449035645e-01 5.693131242878735065e-04 5.294471395317437157e-01 0.000000000000000000e+00
1.476053317145464462e+03 1.000117421150207520e+00 5.696352454833686352e-04 5.308732396528714759e-01 0.000000000000000000e+00
1.476074150446372869e+03 9.993944764137268066e-01 5.695719737559556961e-04 5.322993397182482767e-01 0.000000000000000000e+00
1.476094983746582329e+03 1.000968933105468750e+00 5.699482280761003494e-04 5.337254397357806823e-01 0.000000000000000000e+00
1.476115817045918675e+03 1.000181436538696289e+00 5.698802997358143330e-04 5.351515396935448976e-01 0.000000000000000000e+00
1.476136650344499003e+03 9.987597465515136719e-01 5.696308217011392117e-04 5.365776395995576209e-01 0.000000000000000000e+00
1.476157483642263514e+03 1.000572681427001953e+00 5.699509638361632824e-04 5.380037394497261261e-01 0.000000000000000000e+00
1.476178316939155138e+03 1.000298380851745605e+00 5.700446781702339649e-04 5.394298392401415398e-01 0.000000000000000000e+00
1.476199150235290517e+03 1.001028895378112793e+00 5.700975889340043068e-04 5.408559389787912508e-01 0.000000000000000000e+00
1.476219983530552327e+03 1.000996470451354980e+00 5.703124916180968285e-04 5.422820386576416851e-01 0.000000000000000000e+00
1.476240816824940339e+03 1.000859022140502930e+00 5.702828639186918736e-04 5.437081382766786319e-01 0.000000000000000000e+00
1.476261650118514126e+03 9.997223615646362305e-01 5.702601629309356213e-04 5.451342378399788302e-01 0.000000000000000000e+00
1.476282483411157045e+03 9.999166727066040039e-01 5.705577204935252666e-04 5.465603373395593323e-01 0.000000000000000000e+00
1.476303316702984603e+03 1.001046657562255859e+00 5.705049261450767517e-04 5.479864367833249261e-01 0.000000000000000000e+00
1.476324149993880610e+03 9.999569058418273926e-01 5.704754148609936237e-04 5.494125361633237503e-01 0.000000000000000000e+00
1.476344983283904412e+03 1.000124096870422363e+00 5.706680240109562874e-04 5.508386354836174448e-01 0.000000000000000000e+00
1.476365816572996209e+03 1.000652670860290527e+00 5.715142469853162766e-04 5.522647347401132834e-01 0.000000000000000000e+00
1.476386649861214892e+03 9.999189972877502441e-01 5.709331599064171314e-04 5.536908339368409315e-01 0.000000000000000000e+00
1.476407483148444499e+03 1.000294327735900879e+00 5.715612205676734447e-04 5.551169330658645151e-01 0.000000000000000000e+00
1.476428316434800536e+03 1.000405430793762207e+00 5.709729739464819431e-04 5.565430321350888221e-01 0.000000000000000000e+00
1.476449149720166815e+03 1.000325083732604980e+00 5.709935212507843971e-04 5.579691311365619910e-01 0.000000000000000000e+00
1.476469983004544474e+03 9.991130232810974121e-01 5.708600510843098164e-04 5.593952300703604053e-01 0.000000000000000000e+00
1.476490816287990128e+03 1.000497579574584961e+00 5.712214042432606220e-04 5.608213289403609636e-01 0.000000000000000000e+00
1.476511649570446252e+03 1.000255107879638672e+00 5.714175058528780937e-04 5.622474277426254829e-01 0.000000000000000000e+00
1.476532482851855093e+03 1.000301718711853027e+00 5.715296720154583454e-04 5.636735264731997930e-01 0.000000000000000000e+00
1.476553316132332156e+03 9.990658164024353027e-01 5.716301384381949902e-04 5.650996251399922343e-01 0.000000000000000000e+00
1.476574149411761255e+03 1.000000000000000000e+00 5.715496954508125782e-04 5.665257237350473929e-01 0.000000000000000000e+00
1.476594982690201732e+03 1.000364184379577637e+00 5.718953325413167477e-04 5.679518222624286850e-01 0.000000000000000000e+00
1.476615815967593562e+03 1.000003814697265625e+00 5.717509775422513485e-04 5.693779207180273971e-01 0.000000000000000000e+00
1.476636649243937882e+03 1.000785350799560547e+00 5.718462634831666946e-04 5.708040191019208009e-01 0.000000000000000000e+00
1.476657482519235145e+03 9.990779161453247070e-01 5.717473104596138000e-04 5.722301174141399827e-01 0.000000000000000000e+00
1.476678315793483989e+03 9.996465444564819336e-01 5.719508626498281956e-04 5.736562156545925717e-01 0.000000000000000000e+00
1.476699149066626660e+03 9.995310306549072266e-01 5.719086038880050182e-04 5.750823138193235096e-01 0.000000000000000000e+00
1.476719982338722502e+03 9.993049502372741699e-01 5.724059301428496838e-04 5.765084119123962125e-01 0.000000000000000000e+00
1.476740815609769697e+03 9.994696378707885742e-01 5.718988250009715557e-04 5.779345099336863356e-01 0.000000000000000000e+00
1.476761648879769382e+03 9.989998340606689453e-01 5.720774061046540737e-04 5.793606078832711503e-01 0.000000000000000000e+00
1.476782482148605595e+03 1.000454068183898926e+00 5.726475501433014870e-04 5.807867057532130062e-01 0.000000000000000000e+00
1.476803315416393389e+03 9.993175268173217773e-01 5.722068599425256252e-04 5.822128035513873812e-01 0.000000000000000000e+00
1.476824148683133217e+03 1.000484585762023926e+00 5.727470270358026028e-04 5.836389012778253615e-01 0.000000000000000000e+00
1.476844981948768009e+03 9.994950294494628906e-01 5.724969087168574333e-04 5.850649989286207386e-01 0.000000000000000000e+00
1.476865815213296855e+03 9.996778964996337891e-01 5.732693825848400593e-04 5.864910965037104518e-01 0.000000000000000000e+00
1.476886648476777054e+03 9.983729124069213867e-01 5.724275251850485802e-04 5.879171940070175850e-01 0.000000000000000000e+00
1.476907481739151535e+03 1.000015974044799805e+00 5.729350377805531025e-04 5.893432914346341533e-01 0.000000000000000000e+00
1.476928315000536941e+03 9.994260668754577637e-01 5.726541858166456223e-04 5.907693887945466571e-01 0.000000000000000000e+00
1.476949148260874153e+03 9.996204376220703125e-01 5.739449406974017620e-04 5.921954860827076672e-01 0.000000000000000000e+00
1.476969981520163628e+03 9.995588660240173340e-01 5.803699605166912079e-04 5.936215832991473818e-01 0.000000000000000000e+00
1.476990814778464255e+03 9.995844960212707520e-01 5.937609239481389523e-04 5.950476804478972426e-01 0.000000000000000000e+00
1.477011648035831968e+03 nan nan 5.964737775327861868e-01 0.000000000000000000e+00
1.478407479529049624e+03 9.980586171150207520e-01 5.892890621908009052e-04 6.920225046636510058e-01 0.000000000000000000e+00
1.478428312907429017e+03 9.976459741592407227e-01 5.816448829136788845e-04 6.934486100321413105e-01 0.000000000000000000e+00
1.478469979666341032e+03 9.984701871871948242e-01 5.705495714209973812e-04 6.963008209165186813e-01 0.000000000000000000e+00
1.478490813046815447e+03 9.984273910522460938e-01 5.686114309355616570e-04 6.977269264284204908e-01 0.000000000000000000e+00
1.478511646427872392e+03 9.979094266891479492e-01 5.681190523318946362e-04 6.991530319801979587e-01 0.000000000000000000e+00
1.478532479809510960e+03 9.989448785781860352e-01 5.678320885635912418e-04 7.005791375717889125e-01 0.000000000000000000e+00
1.478553313191673851e+03 9.971733689308166504e-01 5.675144493579864502e-04 7.020052431992711561e-01 0.000000000000000000e+00
1.478574146574301949e+03 9.982854723930358887e-01 5.676498403772711754e-04 7.034313488585981489e-01 0.000000000000000000e+00
1.478594979957396163e+03 9.983820915222167969e-01 5.677191074937582016e-04 7.048574545498329513e-01 0.000000000000000000e+00
1.478615813340955583e+03 9.984903335571289062e-01 5.677365115843713284e-04 7.062835602729116147e-01 0.000000000000000000e+00
1.478636646724864704e+03 9.993253350257873535e-01 5.678513552993535995e-04 7.077096660199293510e-01 0.000000000000000000e+00
1.478657480109180824e+03 9.989267587661743164e-01 5.678072338923811913e-04 7.091357717948065797e-01 0.000000000000000000e+00
1.478678313493846645e+03 9.988893866539001465e-01 5.676759756170213223e-04 7.105618775936219933e-01 0.000000000000000000e+00
1.478699146878744841e+03 9.978286623954772949e-01 5.674278363585472107e-04 7.119879834083437942e-01 0.000000000000000000e+00
1.478719980263992738e+03 9.976926445960998535e-01 5.674674175679683685e-04 7.134140892470037798e-01 0.000000000000000000e+00
1.478740813649531219e+03 9.989240169525146484e-01 5.677603185176849365e-04 7.148401951055554093e-01 0.000000000000000000e+00
1.478761647035302985e+03 9.990819096565246582e-01 5.677414010278880596e-04 7.162663009800764868e-01 0.000000000000000000e+00
1.478782480421248920e+03 9.984105825424194336e-01 5.674405256286263466e-04 7.176924068665186951e-01 0.000000000000000000e+00
1.478803313807427230e+03 9.993317127227783203e-01 5.676526925526559353e-04 7.191185127688690670e-01 0.000000000000000000e+00
1.478824147193838371e+03 9.996504783630371094e-01 5.676924483850598335e-04 7.205446186871560244e-01 0.000000000000000000e+00
1.478844980580366837e+03 9.984072446823120117e-01 5.673627019859850407e-04 7.219707246134756673e-01 0.000000000000000000e+00
1.478865813967069471e+03 9.986085295677185059e-01 5.674547865055501461e-04 7.233968305517164410e-01 0.000000000000000000e+00
1.478886647353888975e+03 9.975443482398986816e-01 5.672480911016464233e-04 7.248229364979579259e-01 0.000000000000000000e+00
1.478907480740824440e+03 9.978239536285400391e-01 5.670728860422968864e-04 7.262490424521370613e-01 0.000000000000000000e+00
1.478928314127876774e+03 9.994381070137023926e-01 5.673346458934247494e-04 7.276751484143160198e-01 0.000000000000000000e+00
1.478949147515045070e+03 9.988988637924194336e-01 5.679103778675198555e-04 7.291012543844326288e-01 0.000000000000000000e+00
1.478969980902272027e+03 9.993153810501098633e-01 5.679493770003318787e-04 7.305273603585655806e-01 0.000000000000000000e+00
1.478990814289556738e+03 9.991402029991149902e-01 5.673255654983222485e-04 7.319534663366518146e-01 0.000000000000000000e+00
1.479011647676900111e+03 9.987534284591674805e-01 5.673835403285920620e-04 7.333795723187535032e-01 0.000000000000000000e+00
1.479032481064301237e+03 9.989647269248962402e-01 5.676154978573322296e-04 7.348056783048084739e-01 0.000000000000000000e+00
1.479053314451702818e+03 9.984140396118164062e-01 5.670794635079801083e-04 7.362317842908945309e-01 0.000000000000000000e+00
1.479074147839162151e+03 9.992766976356506348e-01 5.673320847563445568e-04 7.376578902809338700e-01 0.000000000000000000e+00
1.479094981226621940e+03 9.989451169967651367e-01 5.673713749274611473e-04 7.390839962710042954e-01 0.000000000000000000e+00
1.479115814614081273e+03 9.994220137596130371e-01 5.676735891029238701e-04 7.405101022610436345e-01 0.000000000000000000e+00
1.479136648001541062e+03 9.999599456787109375e-01 5.673055420629680157e-04 7.419362082511149481e-01 0.000000000000000000e+00
1.479157481388942188e+03 9.988008141517639160e-01 5.672016995958983898e-04 7.433623142371699188e-01 0.000000000000000000e+00
1.479178314776401976e+03 1.000540375709533691e+00 5.679317400790750980e-04 7.447884202272403442e-01 0.000000000000000000e+00
1.479199148163744894e+03 9.985464215278625488e-01 5.675368010997772217e-04 7.462145262093109466e-01 0.000000000000000000e+00
1.479219981551088267e+03 9.986582398414611816e-01 5.672486731782555580e-04 7.476406321914126352e-01 0.000000000000000000e+00
1.479240814938430731e+03 9.985108375549316406e-01 5.670272512361407280e-04 7.490667381734512631e-01 0.000000000000000000e+00
1.479261648325656779e+03 9.992439150810241699e-01 5.673271953128278255e-04 7.504928441475220424e-01 0.000000000000000000e+00
1.479282481712883282e+03 9.991707801818847656e-01 5.670771934092044830e-04 7.519189501216239080e-01 0.000000000000000000e+00
1.479303315099993824e+03 9.992076754570007324e-01 5.672455881722271442e-04 7.533450560877872348e-01 0.000000000000000000e+00
1.479324148487045704e+03 9.990336298942565918e-01 5.671416874974966049e-04 7.547711620499351071e-01 0.000000000000000000e+00
1.479344981874039831e+03 9.995667934417724609e-01 5.672553088515996933e-04 7.561972680081296971e-01 0.000000000000000000e+00
1.479365815260917088e+03 9.990229606628417969e-01 5.671711987815797329e-04 7.576233739583244642e-01 0.000000000000000000e+00
1.479386648647736592e+03 1.000193715095520020e+00 5.672132247127592564e-04 7.590494799045659491e-01 0.000000000000000000e+00
1.479407482034439226e+03 9.993103742599487305e-01 5.675043794326484203e-04 7.604755858428067228e-01 0.000000000000000000e+00
1.479428315421025445e+03 1.000136613845825195e+00 5.672076949849724770e-04 7.619016917730796479e-01 0.000000000000000000e+00
1.479449148807553911e+03 9.998952746391296387e-01 5.672278930433094501e-04 7.633277976993984026e-01 0.000000000000000000e+00
1.479469982193965507e+03 9.994546175003051758e-01 5.673239356838166714e-04 7.647539036177173344e-01 0.000000000000000000e+00
1.479490815580261142e+03 9.995129108428955078e-01 5.671257385984063148e-04 7.661800095280977274e-01 0.000000000000000000e+00
