filename,best_fit,aic_transit,aic_sinusoidal,aic_linear,aic_step,rmse_transit,rmse_sinusoidal,rmse_linear,rmse_step
TIC_260128333_6_1.npz,A,-506.8123475506319,-503.2124815307902,-499.9698731368245,-506.9757409511841,1.0779381466446354,1.1943254872785447,1.2776313775822252,0.863914744924555
TIC_260128333_6_2.npz,T,-568.2402196522977,-524.2056824354516,-344.8809550692997,-524.8402226589728,0.9403850921502229,1.4026584299795495,2.4130939162789984,1.3679209355500983
TIC_260128333_7_1.npz,A,-552.0022033350918,-556.3597445141063,-555.2379529900759,-554.8482204506093,0.8128479106043538,0.8642650416834863,0.9463054986356173,0.9239170324584576
