tics,sectors,injected_times,injected_depths,injected_durations,injected_snrs,recovered,recovered_times,recovered_depths,recovered_durations,recovered_snrs
260128333,6,1476.0533171454645,0.006812920690579608,1.0,8.178248217227154,True,1475.8866507106097,0.0017250031773671237,0.4583333333333333,5.001942436362633
260128333,7,1493.4178863457776,0.01,0.1,26.548234021334522,True,1493.4178863457776,0.0007407174639836311,0.22916666666666666,2.959722988175137
271548206,14,1698.409013950354,0.01,0.1,0.9692080656016026,False,,,,
271548206,15,1734.002758432623,0.01,0.25,1.342721383753359,False,,,,
260128333,6,1485.0116555433622,0.01,0.25,41.81931616581267,True,1485.0116555433622,0.008711584832527652,0.3333333333333333,40.77179922038193
271548206,14,1687.9714310753295,0.01,0.4,1.8880651444588177,False,,,,
260128333,6,1472.65748215177,0.01,0.4,55.392294838272974,True,1472.65748215177,0.008719837101958228,0.4375,47.36597354194581
260128333,6,1488.9074818364154,0.01,0.5499999999999999,58.86449092812632,True,1488.9074818364154,0.008036167215167755,0.5625,49.430555890999536
78568736,7,1499.400416182902,0.01,0.5499999999999999,200.171616559908,True,1499.400416182902,0.008879260259314625,0.5833333333333333,176.24335841371746
260128333,7,1506.2928863457776,0.01,0.7,74.33930117534037,True,1506.2928863457776,0.0034446176598843525,0.6875,23.986907857736117
260128333,6,1476.5533161323322,0.01,0.7,30.022913802028707,True,1476.3449832839044,0.0020127118633809227,0.35416666666666663,8.602967860646709
260128333,6,1472.324148126465,0.01,0.85,31.78614541789157,True,1472.0949809411502,0.0011691917369315297,0.7708333333333333,6.703385566884528
271548206,15,1730.8569250992898,0.01,0.85,2.8612048880844756,False,,,,
271548206,15,1734.002758432623,0.01,1.0,2.7070893483210536,False,,,,
78568736,7,1498.775416182902,0.01,1.0,38.48094298646602,False,,,,
